tweet,label
کاش یا رفیع زاده بمیره یا بمیره مورد دومی وجود نداره,social_issues_and_activism
امشب غم و دل‌تنگی رو به خواب تبدیل می‌کنم,inspirational_and_motivational
دنیای تجارت و مالی خیلی پیچیده شده همشون دنبال پولن اما خب باید باهاشون همراه بشیم نه؟,business_and_finance
دین و معنویت یه چیزاییه که هرکی به شیوه خودش باهاش سر و کار داره هر کسی بر اساس باورهاش بهش اهمیت میده و این خیلی قشنگه هرکسی میتونه راه خودش رو پیدا کنه و به خدا برسه,religion_and_spirituality
اون لباسا چه جوری بودن؟ خیلی باحال بودن یا خیلی عجیب؟ من هنوز نمی‌تونم تصمیم بگیرم,fashion_and_style
میخوام به دکوراسیون و آرایش خونه‌ام یه رونق جدید بدم انگار یه تغییر جدی به روحیه‌ام می‌ده,beauty_and_cosmetics
تکنولوژی و نوآوری خیلی باحاله هر روز چیزای جدیدی می‌بینیم که قبلا حتی فکرشو هم نمی‌کردیم این دنیای دیجیتال واقعا بهترین چیزی بود که میتونست برامون بیاره من عاشق این همه پیشرفت و ایده‌های جدیدمونم,technology_and_innovation
یک‌قدم بزرگ بردار و به خودت اعتماد کن تو توانایی‌های بی‌نهایتی داری و می‌تونی هر چیزی رو به دست بیاری پس همیشه به خودت امیدوار باش و برای رسیدن به آرزوهات تلاش کن تو میتونی,inspirational_and_motivational
حیوانات خانگی انقدر باحالن که کاش می‌شد همیشه باهاشون باشیم و هیچوقت جدا نشیم یه دنیا عشق و محبت توی چشمایی که هیچ‌کس نمیتونه ببینه,pets_and_animals
اگه اجازه بدین فیلم ایرانی ببینیم لاکچریای لعنتی,entertainment_and_pop_culture
هر کسی حق داره به چیزی که میخواد باور کنه و اون روحانیت و مذهب هم همین طوره هر کی بخواد میتونه به دین و اعتقادات خودش احترام بزاره و هیچ‌کس حق نداره براش اذیت کنه هر چی دلتون بخواد,religion_and_spirituality
همیشه با تکنولوژی و نوآوری‌های جدید ارتباط دارم عاشق این حسم که چطور تکنولوژی میتونه زندگی رو راحت‌تر و بهتر کنه امیدوارم همیشه پیشرفت و نوآوری در عرصه‌ی تکنولوژی ادامه پیدا کنه,technology_and_innovation
آخه چه خبر با این همه محصولات زیبایی و آرایشی؟ هر چی می‌بینم میخوام بخرم میگن زندگی زیباست پس چرا نمیشه با آرایش همیشه زیبا بود؟,beauty_and_cosmetics
علم و کشف یه چیز خیلی جذابه واقعا دوست دارم که همیشه چیزای جدید رو بفهمم و بیشتر بدونم عالیه که همه این اکتشافات رو با هم به اشتراک بذاریم و ازشون استفاده کنیم,science_and_discovery
خیلی وقتا فکر کردن و برنامه‌ریزی واقعا احمقانه‌ست صرفا باید چشماتو ببندی و انجامش بدی,inspirational_and_motivational
خانواده چیزیه که همیشه پشتتون باشه دستتون رو بگیره و همیشه حمایتتون کنه چقدر خوشبختم که یک خانواده فوق‌العاده دارم همیشه باید بهشون ارزش بدیم و قدرشون رو بدونیم,family_and_parenting
خانواده بهترین چیزیه که تو زندگیت میتونه داشته باشی همه چیز توی دنیا میگذره ولی خانواده همیشه پشتته و همیشه بهترین حامیته بیشتر وقتتو با خانواده‌ات بگذرون و از لحظات قشنگ باهاشون لذت ببر,family_and_parenting
آره داداش من خودمم یه گیمرم همیشه دلم میخواد بیشتر بازی کنم و تو دنیای بازی‌ها گم بشم خیلی خوشحال میشم اگه دوستام هم بازی کنن و بتونیم با هم رقابت کنیم,gaming
یه کافه تو شیراز نیست عصرونه صبحانه بده؟,food_and_cooking
در طول روز راهنمایی بقیه شب‌هنگام در زندگی خود ریده و به‌گا رفته,inspirational_and_motivational
سفر و ماجراجویی همیشه قلب من رو میگیره هیجانشو نمیشه با کلمات توصیف کرد هر بار که سفر می‌کنم دنیا رو به یک نگاه جدید می‌بینم امیدوارم همیشه بتونم به جاهای جدید برم و تجربه‌های بی‌نظیر داشته باشم,travel_and_adventure
همیشه شب که از در میام تو خونه گردن بابارو می‌بوسم و عطرش همیشه دهنم رو تلخ میکنه و من عاشق این تلخی‌ام,family_and_parenting
تو این دفتره غریبم خوابم میاد و روم نمیشه بپرسم اتاق‌خواب کجاس,other
دنیا چه قشنگ میشه وقتی توی خانواده‌ای قوی و پشتیبان باشیم همیشه باید به والدینمون احترام بگذاریم و مراقب هم باشیم خانواده همه چیزه,family_and_parenting
دین و روحانیت یک موضوع عمیق و پرمعناست که هر کس به نحو خودش بهش نگاه میکنه همه ما نیاز به روحانیت داریم ولی راه و روش هر کس ممکنه متفاوت باشه هر کس باید به اعتقادات خودش احترام بگذاره و به دیگران هم احترام بگذاره,religion_and_spirituality
همیشه خندون کننده‌ترین لحظات زندگی لحظاتی هستن که به طور ناخودآگاه وقتی حوصله نداریم برامون پیش میاد,funny_and_humorous
ولی اکثرا در مورد امور مربوط به زیباییه دنیای عجیبی شده نمی‌دونم ته این رقابت‌ها چیه و شرکت‌کننده‌هاش چی نصیبشون میشه جز قضاوت دیگران و نابودشدن اعتمادبه‌نفس ولی این میل عجیب انسان به رقابت حتی به غلط رو نمی‌تونم بفهمم,beauty_and_cosmetics
آخه دیگه چرا خودروها اینقدر گرون شدن؟ انگار همه چیز تو این دنیا قیمتش بالاست,automotive
نوای اذان واقعا دل درمانده رو به آسمون می‌بره,religion_and_spirituality
بیچاره ما که پیش تو از خاک کمتریم,social_issues_and_activism
هر روز صبح بیدار شدن یک فرصت دیگر برای بهترین شدنه همیشه با انرژی و امید به روزتون شروع کنید و به خودتون اعتماد کنید همه چیز ممکنه فقط کافیه به خودتون بیشتر اعتقاد داشته باشید برای موفقیت همیشه مثبت بمونید و به خودتون ایمان داشته باشید نتیجه خودش رو می‌ارزه,inspirational_and_motivational
همینشم عالی بود ولی,other
هر چیزی که آدم رو بیشتر به خودش وصل می‌کنه و زندگی رو زیباتر می‌کنه هنره این همون چیزیه که باعث میشه روزها رو به چشم دیدن چیزهای زیبا و خلاقیت در همه‌جا تغییر بدیم,art_and_design
چشماتونو بهترین کوزمتیک میکنه یه رژلبی قرمز و یه ریمل پرمژوم و همه چیز تموم نیازی نیست هزار تومن بریزیم برا زیبایی,beauty_and_cosmetics
قط‌ها خیلی باحالن وقتی داری روی مبل می‌نشینی آروم میان پیشت و دستشون رو توی سرت میزنن نگاه کردن به اونا آرامش میده من عاشق حیووناتم,pets_and_animals
هنر و طراحی یه حس عمیق دارن که فقط عاشقاش میتونن درک کنن نهایت لذت رو تو آفرینش یه اثر هنری پیدا می‌کنم فقط کافیه نگاه کنی و ببینی چه قدر زیبا و جذابه هنر و طراحی دنیا رو زیباتر و رنگارنگتر میکنن,art_and_design
اگه خواستی غذا درست کنی حتما از ترفندای مامانت استفاده کن هیچ‌چیز بهتر از طعم خاص غذاهای خانگی نیست بهترین راه برای شاداب و سالم موندن هم همینه خوردن غذای خونگی,food_and_cooking
اووف هوا یهویی داغ شده باید همه چیزمون رو با خودمون ببریم بیرون چون تابستون اومده و خیلی خوشمزه‌س,weather_and_seasons
اون لباسهایی که همیشه رومونو شاد میکنه و اعتماد به نفسمونو بالا میبره به نظرم بهترینهایی هستن که میتونیم بپوشیم یه لباس خوب میتونه تمام روزمون رو بهتر کنه,fashion_and_style
گفتنی نداره که حیوونات خونگی چه بهانه خوبی برای داشتن یه دوست وفادارن همیشه توی حال خوب و بد پشتیبون میکنن و ازتون عشق و محبت میکنن هر کسی که حیوون خونگی داره خوب میدونه چه حس خوبیه,pets_and_animals
خانواده همیشه پشتیبان و آرامش منه هیچ‌چیز برایم ارزشمندتر از وقتی گذاشتن با خانواده‌ام نیست همیشه باید از خانواده‌تون مراقبت کنین و ارزششون رو بدونین,family_and_parenting
ماشینا چون یه عضو دیگه از خانواده محسوب میشن برامون اهمیت زیادی دارن نمیشه بدونشون زندگی کرد آرزو می‌کنم همیشه سفرهای خوب و بی‌خطر داشته باشید,automotive
حیوانات خونگی خیلی باحالن همیشه یک روز خوب‌رو براتون رقم میزنن و همیشه پشتتون هستن من عاشق حیواناتم واقعا نمی‌تونم بدون آنها زندگی کنم,pets_and_animals
اون لباسای جدیدی که می‌بینم واقعا قشنگن چقدر بهتر میشه اگه همیشه موضوع مد و استایل باشه و همچین لباسای خفنی داشته باشیم,fashion_and_style
فشن و استایل دیروقتی دیگه چیکار کنیم؟ هر روز باید لباس جدید بخریم؟ آخه خوشگلیمون ناپدید نمیشه اگه یه بار همون لباس رو بپوشیم من با دیزاینرها مخالفم,fashion_and_style
سفر و ماجراجویی یعنی تجربه کردن لحظاتی پر از هیجان و هیاهو؛ زندگی کردن به اندازه کافی برای داشتن داستان‌هایی برای گفتن به نسل‌های آینده برو جاهای جدید را کشف کن و خاطراتی فراموش‌نشدنی بساز,travel_and_adventure
خبرهای سیاسی و امور جاری همیشه ذهنم رو درگیر میکنه نمیشه به هیچ کاری فکر کرد جز اینکه چه اتفاقاتی در دنیا میوفته و چه تصمیماتی گرفته میشه درست میگن سیاست یک بازی پرمخاطره است اما ما هم باید باهاش سر و کار داشته باشیم,politics_and_current_affairs
حروم‌زاده‌تر از کسایی که زل میزنن به آدم نداریم,social_issues_and_activism
تهران واقعا قشنگه آدماش هم قشنگن سگ تو اپلای,travel_and_adventure
منم همین‌طور گربه,pets_and_animals
من واقعا می‌خواهم به این آدم بفهمانم که من هیچ علاقه‌ای به داشتن یک جدال درباره مسائل مذهبی با او ندارم بگذار زندگی خودم را بگذرانم,religion_and_spirituality
دوستانی که حیوان خانگی دارن چقدر خوشحالن؟ منم یک گربه دارم و همیشه از حضورش خوشحالم حیوونا چقدر میتونن زندگیمون رو شادتر کنن,pets_and_animals
اوهوم دیروقت یه آپارتمان خوب و دلنشین پیدا کردم الان دارم فکر می‌کنم چطوری میتونم حیاطش رو به یه باغچه زیبا تبدیل کنم نظراتتون رو بگید,home_and_garden
اخبار اقتصادی امروز خیلی جالب بود به نظرم بازار سهام داره بهتر میشه و امیدوارم رشد اقتصادی هم ادامه پیدا کنه برام خیلی مهمه که بدونم در مورد مالیات‌ها و سرمایه گذاری‌ها هم به‌روز باشم,business_and_finance
من دیروقت عاشق بازی کردن شدم هیچ‌چیز بهم انرژی بیشتری نمی‌ده از اینکه بازی کنم و دنیای مجازی رو کامل کنترل کنم یه روزی میخوام بازی خودمو بسازم و همه رو شوکه کنم,gaming
حلیم شده کیلویی فاکینگ مرسی با پیتزا افطار می‌کنم,food_and_cooking
همیشه سلامتی و روانشناسیتون رو در اولویت قرار بدید به خودتون و بدنتون مراقبت کنید چون اینها چیزهایی هستن که واقعا ارزششون رو دارن,health_and_wellness
حوصله آدم ندارم امروز,other
چقدر دلم می‌خواد توی کتابخونه‌ی خونمون یه کتابخونه‌ی خصوصی داشته باشم که هر کتابی که دوست داشتم بخونم واقعا عاشق کتابا و ادبیاتم,books_and_literature
این جملات انگیزشیپندآموزی هست که به عربی می‌نویسن زیرشم فارسیش رو می‌نویسن؟ سوال من فقط اینه که چرا؟,inspirational_and_motivational
ماشینایی که از دستشون در میاد بیشتر برای خودشونه یه ماشین خوب و راحت یه دنیا فرق میکنه همچنین نگهداری و تعمیراتشم آسونتره به نظرم خرید ماشین خرید خوبیه,automotive
سفر و ماجراجویی دلمون میخواد که بریم جایی که هیجان و زندگی رو حس کنیم بیایید همه روتین رو پشت سر بذاریم و به دنیای جدیدی بریم بدون هیچ فکری فقط به هیجان و خوشحالی فکر کنیم سفر واقعا بهترین راه برای تجدید انرژیه,travel_and_adventure
شادی و آرامش در قلب ماست هرکس به دنبالش در دین یا روحانیت باشه اهمیت نداره همه ما به دنبال یک چیز هستیم پیدا کردن آرامش درونی و ارتباط با بزرگتر از خودمون,religion_and_spirituality
ماشینای جدید باهمه این تکنولوژیای پیشرفته چقدر قشنگن تو رانندگی یه لذت دیگه‌ای دارن بیخیال ترافیک من ماشینمو دوست دارم,automotive
سفر و ماجراجویی باعث میشه زندگیمون رنگارنگتر و هیجان انگیزتر بشه بهتره که همیشه فرصت‌های سفر و کاوش رو از دست ندیم و بریم دنیا رو ببینیم و تجربه کنیم,travel_and_adventure
متاسفانه روزهای خوبی نیست,other
مد و استایل یعنی زندگی هر روز با خلاقیت و سلیقه خودمون می‌تونیم شکل و شمایلمون رو تغییر بدیم جدیدترین مدل‌ها رو امتحان کنیم رنگ‌های جذاب رو انتخاب کنیم و خودمون رو بهترین نسخه‌ی خودمون تبدیل کنیم بیایید با هم به مد و استایل شخصیمون اهمیت بدیم و شروع کنیم به برجسته کردن زیبایی‌های مخفی درونمون,fashion_and_style
دنیامون داره داغون میشه و ما هنوز هیچ کاری نمی‌کنیم باید محیط‌زیست رو حفظ کنیم و برای پایداری آینده اقدام کنیم هممون باید مسئولیتمون رو بپذیریم و به این مسئله اهمیت بدیم,environment_and_sustainability
خونه بدون حیوون خیلی کسله حتی یه موشکی هم میشه دلگرمی کرد به نظرتون چه حیوونی بهتره برای خونه؟,pets_and_animals
مد و استایل دیروقته خیلی مهم شده همه دنبال اینن که خوشتیپ و به‌روز باشن ولی خب برای خودتون خوشتیپ بودن و خوشپوش بودن مهمه نه برای دیگران پس فقط به سلیقه خودتون وسیله کنید و لذت ببرید,fashion_and_style
باید بیشتر از محیط زیستمون مراقبت کنیم به جای اینکه همش بیخیالش باشیم اینکه طبیعتو ویران کنیم به ضرر خودمونه نه فقط به ضررش بذاریم همدیگرو یاری کنیم و برای پایداری محیط‌زیست تلاش کنیم,environment_and_sustainability
علم و کشف هیچوقت جالب نیست همیشه چیزهای جدید یاد می‌گیریم و دنیای اطرافمان را بهتر می‌شناسیم خیلی خوشحالم که علمای باهوش در حال کشف دیگر عجایب هستند,science_and_discovery
خونه و باغچه همیشه بهترین جا برای استراحت و آرامشه میشه تو خونه طراحی خوبی داشت و باغچه‌ی زیبایی که ازش لذت ببری این دو تا با هم ترکیبی عالی رو برای زندگیت میسازن,home_and_garden
اون لحظه که غذا رو درست می‌کنی و همه بوی خوش میاد اون لحظه بهترین لحظه توی دنیاست,food_and_cooking
ترم آخری خیلی دارم جدی می‌گیرم قضیه رو چی معنی میده دانشجو کتاب بخره,education_and_learning
بازی کردن چقدر خوشحال‌کننده است همیشه میتونم از زندگی واقعی فرار کنم و به دنیای مجازی پناه ببرم بازی‌ها همیشه برام یک راه خوب برای استراحت و شاد شدن بوده‌اند,gaming
حفظ محیط‌زیست و پایداری مهمه هرکسی باید مسئولیت خود رو در قبال حفظ طبیعت بپذیره بیایید با هم تغییرات اقدام کنیم و برای زندگی پایدار تلاش کنیم برای آینده بهتر,environment_and_sustainability
من همیشه دوست داشتم خونه‌ای با باغچه‌ای داشته باشم فکر می‌کنم یه باغچه کوچیک با گل‌های رنگارنگ و درختان سبز اونجا رو بهشتی می‌کنه خوشبختانه حالا تو خونه‌ام یه باغچه دارم که همیشه بهش سر می‌زنم و از دیدن گل‌ها و احساس آرامشش لذت می‌برم,home_and_garden
ودف چرا الان اذان گفت,religion_and_spirituality
این روزا خبرهای علمی و کشفی خیلی جذاب نیستن تا وقتی‌که چیزای جدیدی رو نشون بدن من از دست خبرهای قدیمی خسته شدم میخوام چیز جدید و هیجان‌انگیز بشنوم مثلا کشفی که جهان رو عوض کنه,science_and_discovery
زندگی سردرگمم میکنه,other
علم و کشف همیشه جذاب بوده و هست دنیایی که پر از راز و رمزهایی است که ما هنوز نمی‌دانیم هر روزه کشف‌های جدیدی در دنیای علم به وجود می‌آید و این واقعا خارق‌العاده است,science_and_discovery
خدایا من پس‌فردا امتحان دارم سر گاز چی کار می‌کنم,education_and_learning
بازی کردن خیلی خوبه وقتی استرس داریم میتونه یه فرصت خوب برای استراحت باشه بازی‌ها همیشه بهترین دوست ما بودن و هستن,gaming
علم و کشف همیشه جذابه هر روز چیزهای جدید یاد می‌گیریم و به دنیای بزرگتری نفوذ می‌کنیم حس خوبی داره که می‌دونیم همیشه دنبال یافتن حقیقت و کشف جهان هستیم,science_and_discovery
اووه هوای امروز واقعا خوبه آفتابی و گرم حالا میشه بیرون رفت و لذت برد از طبیعت بهار و بهمن همیشه دوست‌داشتنی هستن,weather_and_seasons
البته این حرفم راجع به آدمای نرمال و سالمه که اگه نمیخوایم باشون سکس کنیم با کارایی که بیفور سکس انجام میدن نباید ترن انشون کنیم مریضای جنسی که با گرده گل و گیاهم ترن ان میشن,social_issues_and_activism
بازار سهام خیلی خوب پیش رفته باید به سرمایه گذاری فکر کنیم,business_and_finance
احساس می‌کنم آدم بدیم,other
سلام به همه دوستان امروز می‌خوام درباره سلامتی و آرامش صحبت کنم حفظ سلامت جسم و روح بسیار مهمه پس بیاید به خودمون و سلامتمون اهمیت بدیم بخوابید کافی ورزش کنید از غذاهای سالم استفاده کنید و زمانی رو برای آرامش خودتون داشته باشید همیشه سالم و شاد باشید,health_and_wellness
ماشینای جدید خیلی قشنگن و حسابی گرونن همشون میخوان از ما پول بگیرن,automotive
علم و کشف‌ها همیشه جذاب و هیجان انگیزن هر روز چیزای جدید یاد می‌گیریم و دنیا رو بهتر می‌شناسیم عاشق رشته علوم هستم و امیدوارم همیشه کشف‌های جدید داشته باشیم,science_and_discovery
آشپزی و غذا خیلی دلچسبه اینقدری لذیذه که همیشه میخوام بپیشم بیارم و بخورم میتونم ساعت‌ها توی آشپزخونه بمونم و غذا درست کنم هرچی بپزم همیشه دلم میخواد بیشتر بخورم غذا خوردن بهترین چیزیه که توی دنیا هست,food_and_cooking
تجربه‌ی بسیار باحالی بود از مصاحبت لذت بردیم چیزای عجیب دیدیم و تغییر بافت شهر از تجریش تا راه‌آهن اعجاب‌آور بود کاریه که هرکی که تهرانیه یا تهران زندگی می‌کنه یکبار باید حداقل انجامش بده,travel_and_adventure
تکنولوژی و نوآوری باعث شده دنیا رو بهتر و راحت‌تر بشه همه چیز رو تغییر داده و زندگیمون رو تحت‌الشعاع قرار داده امیدوارم همیشه پیشرفت و توسعه داشته باشیم و بهترین استفاده رو از تکنولوژی بکنیم,technology_and_innovation
توی این دنیای بیزینس و مالی همیشه باید با هوش و استعداد خودتون رو نشون بدین هیچی توی این بازی رایگان نیست باید تلاش کنی و درست بازی کنی موفق باشین,business_and_finance
امروز آفتاب خیلی داغ بود واقعا نمی‌تونم تحمل کنم خدایا بهار کی میاد؟,weather_and_seasons
هنر و طراحی خیلی باحاله اینقدر خلاقیت و ذوق دارن که هر کاری که میکنن واقعا زیبا میشه همیشه دوست دارم یکم وقت برای دیدن اثرهای هنری بگذرونم و لذت ببرم,art_and_design
تکنولوژی و نوآوری همیشه باعث جذابیت میشه همیشه دنبال اون چیز جدید و هیجان انگیزی هستیم که دنیای ما رو بهبود بده برای من همیشه یه چیز جذابه که یه تکنولوژی جدید رو امتحان کنم و ببینم چه تاثیری رو زندگیم داره,technology_and_innovation
ادایی درس خوندن فقط تو کافه درس خوندن البته که منم گاها ازین ادا بازیا درمیارم,education_and_learning
ببیند دوستان من‌ای کله‌م کیری نیست؛ ما فقط توی ماتریکس‌های متفاوتی هستیم همین,other
ای بابا من فرزند عزیز تو نیستم,family_and_parenting
دین و روحانیت موضوعی است که هرکسی بر اساس باورها و ارزش‌های خودش به آن نگاه می‌کند برای برخی مهم‌ترین بخش زندگی‌شان است و برای برخی دیگر ممکن است معنای کمتری داشته باشد اما هرچه باشد همه ما باید به یکدیگر احترام بگذاریم و همچنین به دنبال صلح و همبستگی باشیم,religion_and_spirituality
تکنولوژی و نوآوری چقدر باحاله همیشه شگفت‌زده میشم که چقدر دنیای ما پیشرفت کرده و چه امکانات جدیدی برای ما ارائه میشه حتی نمی‌تونم تصور کنم چه چیزهایی در آینده منتظرمونه,technology_and_innovation
حساسیت رو شوخی کردم طلاشو میخوامخخ,health_and_wellness
یک توییت در باب ریدن به سیستم ترافیکی شهر تهران,politics_and_current_affairs
سلام دوستان امروز میخوام درباره بهداشت و سلامت صحبت کنم مهم‌ترین چیز اینه که ورزش کنیم و غذاهای سالم بخوریم حواستون به بدنتون باشه و از خودتون مراقبت کنید همیشه سلامت باشید ‍,health_and_wellness
یکی بیاد استارتر پک آهنگای همایون بهم پیشنهاد بده,entertainment_and_pop_culture
این زندگی خیلی سخته ولی هر روز باید برای رسیدن به آرزوهامون تلاش کنیم هر چیزی که بخوایم ممکنه فقط نباید تسلیم بشیم به خودتون اعتماد کنید و به خاطر اینکه بهتر از دیروقت بیدار شدید مفتخر باشید توانایی دارید فقط اعتماد به نفستون رو از دست ندید,inspirational_and_motivational
اووف هوا خیلی گرمه نمی‌تونم تحمل کنم بهار کی میاد؟,weather_and_seasons
همیشه عاشق آشپزی بودم اما الان که دستم به آشپزی آمده واقعا لذت می‌برم فودی که خودم درست می‌کنم همیشه بهترینه چه حس خوبیه که خانه پر از بوی غذای خوشمزه باشه,food_and_cooking
چیزی که خونه رو پر از شادی میکنه حیوان خانگیه با تمام سختی‌ها و مسئولیت هاش هیچ چیزی به اندازه عشق و وفاداری حیوانات نمیتونه دل رو شاد کنه خوشبحال کسایی که حیوون خونگی دارن,pets_and_animals
هر روز صبح با انرژی و امید شروع کنید زندگیتان را با احساس الهام و انگیزه پر کنید هیچ‌چیز امکان‌پذیر نیست تا زمانی که شما بخواهید به خودتان اعتماد کنید و به رویاهایتان بپا خیزید شما می‌توانید,inspirational_and_motivational
تکنولوژی و نوآوری چقدر باحالن همیشه دوست دارم ببینم چه ایده‌های جدیدی برای دنیای تکنولوژی پیدا میشه باورم نمیشه که چقدر پیشرفت کردیم و به چه جاهایی رسیدیم امیدوارم همیشه بهتر و بهتر بشه و زندگیمون رو راحت‌تر کنه,technology_and_innovation
چرا همه میگن ایلان ماسک دیوونه‌س؟ مث سگ باهوشه,technology_and_innovation
تو شیت کامل ننویسیم روح‌الله ممکنه اون cell پاک بشه,technology_and_innovation
اووهوو هوا چه خوب شده فصل بهار رسیده و همه چیز زندگی گرفته خداییش چه خوشحالم,weather_and_seasons
کتاب‌ها و ادبیات چیزیه که همیشه دلمون رو می‌بره همون حسی که وقتی داستانی رو می‌خونیم و خودمون رو توی دنیای دیگه‌ای می‌بینیم برامون معنی می‌ده و احساساتمون رو درک می‌کنه دنیای کتابا بهترین دنیاییه که میشه توش غرق شد,books_and_literature
اگه ما همه یه کمی مراقبت کنیم و زباله هامون رو به جای دریا و جنگل‌ها بندازیم خیلی به محیط‌زیست کمک می‌کنیم بیاید همدیگه رو یادآوری کنیم که باید مسئولیت برداریم و برای پایداری طبیعت تلاش کنیم,environment_and_sustainability
هنر و طراحی یعنی به دنیایی از زیبایی و خلاقیت وارد شدن همیشه دلم میخواد ببینم چه طرح‌ها و آثار خلاقانه‌ای بوجود میارن این دنیا بدون هنر و طراحی کاملا کسل‌کننده میشه,art_and_design
دین و روحانیت دو مسئله‌ای هستن که هر کسی باید به طور شخصی بررسی کنه و نظر خودشو بدون تحت‌اللفظی دیگران بسازه هر کسی بر اساس باورها و تجربه‌های خودش باید به این موضوعات نگاه کنه,religion_and_spirituality
شما از کی میدونستین ریه همون ششه؟؟,science_and_discovery
اووهوم این روزها دیگه آشپزی بهترین تفریح من شده هر روز یه دستور غذای جدید پیدا می‌کنم و می‌پزم حس خیلی خوبیه که خودت غذات رو درست کنی و بعد با همه لذت بخوری شما هم تا به حال چه دستور خوشمزه‌ای پختید؟,food_and_cooking
روز بسیار زیبا و دوست‌داشتنی‌ای دارم تا اینکه یهو انگزایتی,other
محیط‌زیست و پایداری خیلی مهمن همه باید همدلی کنیم و برای حفظ طبیعت تلاش کنیم بیایید با هم‌قدم بزنیم تا بهترین اقدامات رو برای زندگی پایدار انجام بدیم,environment_and_sustainability
صبح قشنگ نبود ولی بعد یوگا قطعا قشنگ شد,health_and_wellness
هنر و طراحی دوست‌داشتنی‌ترین چیزهایی هستن که میشه در زندگی تجربه کرد از همه زیباتر و الهام‌بخش ترن هر کسی یکمی هنرمند درون خود داره فقط کافیه بهش فرصت بدین تا شکوفا بشه بزارید هنر به زندگیتون رنگ و جذابیت بده,art_and_design
کاش امروز جای گردنم که شکسته پام می‌شکست و دانشگاه نمی‌رفتم,education_and_learning
دوست داشتین یه داستان خنده‌دار بگم؟ یه بار یکی رفت دکتر گفت دکتر من همیشه فکر می‌کنم کسی داره منو دنبال میکنه دکتر گفت دیگه اگه منو دنبال کنی چی؟ هه,funny_and_humorous
ممنونم ولی بزن به کارتم بیشتر خوشحال بشم,business_and_finance
آها و اینکه آلردی می‌دونم خوبم اصلا نیاز به پرسش نیست یاه یاه یاه,other
ماشینای جدید خیلی قشنگن تو راه میبینمشون و دلم میخواد یه ماشین جدید بخرم,automotive
خطرناک‌ترین جای موبایلم گالریم نیست نوتمه نوت…,technology_and_innovation
خونه و باغ خوبه ولی من خودم هیچ وقت نمیتونم گل بکارم همیشه میمونه برام یک‌خوابه,home_and_garden
هنر و طراحی برای من یک مکانی است که می‌توانم خلاقیت خود را به نمایش بگذارم هر روز با دیدن آثار هنری احساس آرامش و شگفتی می‌کنم هنر و طراحی زندگی را زیبا می‌کند و به روحم نشاط می‌بخشد,art_and_design
یک استادی هست برام روند آکادمیکش خیلی عجیبه از دانشگاه تهران رفته ارشد استنفورد بعد دکترا رفته کونکوردیا بعد همونجا استاد شده این چه مسیریه درکش نمی‌کنم چرا یکی از استنفورد می‌ره کونکوردیا بعدش؟,education_and_learning
جدیدا یه مشکلی دارم همه محصولات آرایشی و زیبایی رو دوست دارم ولی کیفیتشون خیلی مهمه چرا باید پول زیادی برای یه لوازم آرایشی خرج کنیم؟ یه کم قیمتا رو هم به حداقل برسونن بهتر نیست؟,beauty_and_cosmetics
آرت و دیزاین چقدر باحاله هر وقت نقاشی یا طراحی خلاقانه‌ای می‌بینم انرژی می‌گیرم به نظرم همیشه باید این هنرها رو تحسین کنیم و ازشون لذت ببریم,art_and_design
چرا وقتی استاد گفت دوباره تو ذهنم پلی شد «دوباره دلم واسه غربت چشمات تنگه»,entertainment_and_pop_culture
کتاب‌ها و ادبیات واقعا بهترین دوستان ما هستن خوندن یه کتاب جدید یکی از بهترین لحظات زندگیه افرادی که کتاب می‌خونن بهترین انواع افرادن من همیشه عاشق کتابخونهام و لحظاتی که با کتاب توی دستم می‌گذرونم دوست دارین کتابی بهم معرفی کنین؟,books_and_literature
علم و کشف دیوانه‌واری دارن هر روز یه چیز جدید کشف میشه که ما رو معجزه‌شناسی میکنه این حس خوبیه که همیشه چیزهای جدید یاد بگیریم و به عمق دنیای علم نفوذ کنیم بزن بریم توی مسیر کشف و دیوانگی علم,science_and_discovery
امشب چیزای خوبی نمی‌شنوم امیدوارم هرچه زودتر تموم شه,other
همه باید به سلامتی خودمون اولویت بدیم و ورزش و تغذیه سالم رو در روزمره‌مون جا بدیم سلامتی مهم‌ترین چیزیه که داریم پس بهش اهمیت بدیم,health_and_wellness
علم و کشف چقدر خفنن هر روزی که بیشتر در موردش می‌دونم خیلی بیشتر از کنجکاو میشم همیشه عاشق اون لحظه‌ای هستم که چیز جدیدی رو کشف می‌کنیم و دنیایمون رو عوض میکنه,science_and_discovery
اون لحظه که تو خوابی و دوستت با صدای بلند میگه بیدار شو دیر شد,funny_and_humorous
همیشه عاشق علم و کشف بودم هر روز چیزهای جدید یاد می‌گیرم و احساس خوبی بهم می‌دهد علم و کشف واقعا جادویی است,science_and_discovery
کار خوبه خدا درست کنه آدما خر کی ان؟,social_issues_and_activism
هنر و طراحی دوست دارم همیشه خلاقیت و زیبایی را در آن می‌بینم هر کاری که با هنر مرتبط باشد برام جذاب است و احساس می‌کنم زندگی را رنگارنگ‌تر می‌کند,art_and_design
دین و معنویت همیشه بخش مهمی از زندگی ما بوده و هست هر کس به روش خودش به این مسائل نگاه میکنه و این چیز خوبیه هر کسی حق داره باورهایشو بدون تحقیر و توهین ابراز کنه و همه باید احترام بگذاریم,religion_and_spirituality
